id,date,unit_gr,quantity,price_per_unit,total_income,id_crop
264,7/28/2020,300,41,1400,57400,100002
265,7/28/2020,300,30,1400,36000,100002
266,7/28/2020,300,47,1400,65800,100002
267,7/28/2020,300,26,1400,31200,100002
268,7/28/2020,300,33,1400,46200,100002
269,7/28/2020,300,46,1400,64400,100002
270,7/28/2020,300,39,1400,46800,100002
271,7/28/2020,300,30,1400,42000,100002
272,7/28/2020,300,59,1400,82600,100002
273,7/28/2020,300,58,1400,69600,100002
274,7/28/2020,300,27,1400,37800,100002
275,7/28/2020,300,54,1400,64800,100002
276,7/28/2020,300,46,1400,64400,100002
277,7/28/2020,300,59,1400,82600,100002
278,7/28/2020,300,28,1400,33600,100002
279,7/28/2020,300,32,1400,38400,100002
280,7/28/2020,300,36,1400,43200,100002
281,7/28/2020,300,54,1400,64800,100002
282,7/28/2020,300,30,1400,42000,100002
283,7/28/2020,300,26,1400,36400,100002
284,7/28/2020,300,59,1400,70800,100002
285,7/28/2020,300,27,1400,37800,100002
286,7/28/2020,300,24,1400,33600,100002
287,7/28/2020,300,22,1400,30800,100002
288,7/28/2020,300,57,1400,68400,100002
289,7/28/2020,300,41,1400,49200,100002
290,7/28/2020,300,21,1400,25200,100002
291,7/28/2020,300,47,1400,56400,100002
292,7/28/2020,300,36,1400,43200,100002
293,7/28/2020,300,56,1400,67200,100002
294,7/28/2020,300,55,1400,66000,100002
295,7/28/2020,300,26,1400,31200,100002
296,7/28/2020,300,49,1400,68600,100002
297,7/28/2020,300,28,1400,39200,100002
298,7/28/2020,300,55,1400,66000,100002
299,7/28/2020,300,42,1400,50400,100002
300,7/28/2020,300,59,1400,70800,100002
301,7/28/2020,300,38,1400,45600,100002
302,7/28/2020,300,21,1400,29400,100002
303,7/28/2020,300,48,1400,57600,100002
304,7/28/2020,300,30,1400,42000,100002
305,7/28/2020,300,45,1400,63000,100002
306,7/28/2020,300,48,1400,57600,100002
307,7/28/2020,300,60,1400,84000,100002
308,7/28/2020,300,57,1400,68400,100002
309,7/28/2020,300,38,1400,45600,100002
310,7/28/2020,300,51,1400,61200,100002
311,7/28/2020,300,49,1400,58800,100002
312,7/28/2020,300,53,1400,63600,100002
313,7/28/2020,300,34,1400,47600,100002
314,7/28/2020,300,33,1400,46200,100002
315,7/28/2020,300,49,1400,58800,100002
316,7/28/2020,300,32,1400,38400,100002
317,7/28/2020,300,57,1400,79800,100002
318,7/28/2020,300,44,1400,61600,100002
319,7/28/2020,300,33,1400,39600,100002
320,7/28/2020,300,26,1400,31200,100002
321,7/28/2020,300,50,1400,70000,100002
322,7/28/2020,300,54,1400,75600,100002
323,7/28/2020,300,35,1400,42000,100002
324,7/28/2020,300,43,1400,60200,100002
325,7/28/2020,300,41,1400,57400,100002
326,7/28/2020,300,59,1400,70800,100002
327,7/28/2020,300,38,1400,53200,100002
328,7/28/2020,300,59,1400,70800,100002
329,7/28/2020,300,29,1400,40600,100002
330,7/28/2020,300,40,1400,56000,100002
331,7/28/2020,300,48,1400,67200,100002
332,7/28/2020,300,30,1400,36000,100002
333,7/28/2020,300,23,1400,27600,100002
334,7/28/2020,300,35,1400,49000,100002
335,7/28/2020,300,38,1400,53200,100002
336,7/28/2020,300,37,1400,51800,100002
337,7/28/2020,300,32,1400,44800,100002
338,7/28/2020,300,33,1400,39600,100002
339,7/28/2020,300,29,1400,40600,100002
340,7/28/2020,300,49,1400,68600,100002
341,7/28/2020,300,30,1400,42000,100002
342,7/28/2020,300,44,1400,61600,100002
343,7/28/2020,300,44,1400,52800,100002
344,7/28/2020,300,25,1400,35000,100002
345,7/28/2020,300,32,1400,44800,100002
346,7/28/2020,300,39,1400,46800,100002
347,7/28/2020,300,40,1400,48000,100002
348,7/28/2020,300,39,1400,46800,100002
349,7/28/2020,300,38,1400,45600,100002
350,7/28/2020,300,36,1400,50400,100002
351,7/28/2020,300,32,1400,44800,100002
352,7/28/2020,300,42,1400,50400,100002
353,7/28/2020,300,51,1400,71400,100002
354,7/28/2020,300,28,1400,39200,100002
355,7/28/2020,300,29,1400,34800,100002
356,7/28/2020,300,53,1400,63600,100002
357,7/28/2020,300,36,1400,43200,100002
358,7/28/2020,300,45,1400,54000,100002
359,7/28/2020,300,41,1400,49200,100002
360,7/28/2020,300,40,1400,48000,100002
361,7/28/2020,300,27,1400,32400,100002
362,7/28/2020,300,40,1400,48000,100002
363,7/28/2020,300,27,1400,32400,100002
364,7/28/2020,300,54,1400,75600,100002
365,7/28/2020,300,27,1400,32400,100002
366,7/28/2020,300,45,1400,54000,100002
367,7/28/2020,300,23,1400,27600,100002
368,7/28/2020,300,55,1400,77000,100002
369,7/28/2020,300,24,1400,28800,100002
370,7/28/2020,300,25,1400,30000,100002
371,7/28/2020,300,60,1400,72000,100002
372,8/9/2020,200,30,1200,36000,100003
373,8/9/2020,200,36,1200,50400,100003
374,8/9/2020,200,27,1200,37800,100003
375,8/9/2020,200,32,1200,44800,100003
376,8/9/2020,200,44,1200,52800,100003
377,8/9/2020,200,23,1200,27600,100003
378,8/9/2020,200,39,1200,54600,100003
379,8/9/2020,200,59,1200,82600,100003
380,8/9/2020,200,50,1200,60000,100003
381,8/9/2020,200,52,1200,72800,100003
382,8/9/2020,200,54,1200,64800,100003
383,8/9/2020,200,38,1200,53200,100003
384,8/9/2020,200,21,1200,25200,100003
385,8/9/2020,200,25,1200,35000,100003
386,8/9/2020,200,38,1200,53200,100003
387,8/9/2020,200,21,1200,29400,100003
388,8/9/2020,200,59,1200,70800,100003
389,8/9/2020,200,58,1200,81200,100003
390,8/9/2020,200,27,1200,37800,100003
391,8/9/2020,200,43,1200,51600,100003
392,8/9/2020,200,46,1200,64400,100003
393,8/9/2020,200,46,1200,64400,100003
394,8/9/2020,200,46,1200,55200,100003
395,8/9/2020,200,32,1200,44800,100003
396,8/9/2020,200,21,1200,25200,100003
397,8/9/2020,200,53,1200,74200,100003
398,8/9/2020,200,33,1200,46200,100003
399,8/9/2020,200,22,1200,30800,100003
400,8/9/2020,200,53,1200,74200,100003
401,8/9/2020,200,21,1200,29400,100003
402,8/9/2020,200,58,1200,81200,100003
403,8/9/2020,200,30,1200,36000,100003
404,8/9/2020,200,54,1200,75600,100003
405,8/9/2020,200,23,1200,32200,100003
406,8/9/2020,200,47,1200,56400,100003
407,8/9/2020,200,24,1200,28800,100003
408,8/9/2020,200,34,1200,47600,100003
409,8/9/2020,200,40,1200,56000,100003
410,8/9/2020,200,45,1200,54000,100003
411,8/9/2020,200,53,1200,63600,100003
412,8/9/2020,200,25,1200,30000,100003
413,8/9/2020,200,54,1200,64800,100003
414,8/9/2020,200,37,1200,51800,100003
415,8/9/2020,200,38,1200,53200,100003
416,8/9/2020,200,45,1200,63000,100003
417,8/9/2020,200,36,1200,43200,100003
418,8/9/2020,200,50,1200,60000,100003
419,8/9/2020,200,55,1200,77000,100003
420,8/9/2020,200,27,1200,37800,100003
421,8/9/2020,200,20,1200,24000,100003
422,8/9/2020,200,46,1200,64400,100003
423,8/9/2020,200,24,1200,28800,100003
424,8/9/2020,200,59,1200,82600,100003
425,8/9/2020,200,44,1200,52800,100003
426,8/9/2020,200,51,1200,71400,100003
427,8/9/2020,200,53,1200,74200,100003
428,8/9/2020,200,45,1200,54000,100003
429,8/9/2020,200,31,1200,43400,100003
430,8/9/2020,200,53,1200,74200,100003
431,8/9/2020,200,20,1200,28000,100003
432,8/9/2020,200,36,1200,43200,100003
433,8/9/2020,200,25,1200,30000,100003
434,8/9/2020,200,26,1200,36400,100003
435,8/9/2020,200,55,1200,77000,100003
436,8/9/2020,200,54,1200,75600,100003
437,8/9/2020,200,33,1200,46200,100003
438,8/9/2020,200,53,1200,74200,100003
439,8/9/2020,200,55,1200,66000,100003
440,8/9/2020,200,33,1200,46200,100003
441,8/9/2020,200,44,1200,52800,100003
442,8/9/2020,200,41,1200,57400,100003
443,8/9/2020,200,49,1200,58800,100003
444,8/9/2020,200,23,1200,27600,100003
445,8/9/2020,200,20,1200,28000,100003
446,8/9/2020,200,38,1200,53200,100003
447,8/9/2020,200,58,1200,69600,100003
448,8/9/2020,200,36,1200,50400,100003
449,8/9/2020,200,22,1200,26400,100003
450,8/9/2020,200,53,1200,74200,100003
451,8/9/2020,200,27,1200,32400,100003
452,8/9/2020,200,26,1200,36400,100003
453,8/9/2020,200,48,1200,67200,100003
454,8/9/2020,200,38,1200,45600,100003
455,8/9/2020,200,21,1200,29400,100003
456,8/9/2020,200,24,1200,33600,100003
457,8/9/2020,200,22,1200,30800,100003
458,8/9/2020,200,42,1200,50400,100003
459,8/9/2020,200,26,1200,36400,100003
460,8/9/2020,200,56,1200,67200,100003
461,8/9/2020,200,49,1200,58800,100003
462,8/9/2020,200,43,1200,51600,100003
463,8/9/2020,200,51,1200,61200,100003
464,8/9/2020,200,25,1200,35000,100003
465,8/9/2020,200,37,1200,51800,100003
466,8/9/2020,200,28,1200,33600,100003
467,8/9/2020,200,56,1200,67200,100003
468,8/9/2020,200,51,1200,61200,100003
469,8/9/2020,200,22,1200,26400,100003
470,8/9/2020,200,31,1200,37200,100003
471,8/9/2020,200,22,1200,30800,100003
472,8/9/2020,200,48,1200,67200,100003
473,8/9/2020,200,48,1200,57600,100003
474,8/9/2020,200,31,1200,43400,100003
475,8/9/2020,200,34,1200,40800,100003
476,8/9/2020,200,52,1200,62400,100003
477,8/9/2020,200,38,1200,53200,100003
478,8/9/2020,200,47,1200,56400,100003
479,8/9/2020,200,25,1200,30000,100003
480,8/9/2020,200,36,1200,50400,100003
481,8/9/2020,200,33,1200,46200,100003
482,8/9/2020,200,30,1200,36000,100003
483,8/9/2020,200,46,1200,64400,100003
484,8/9/2020,200,35,1200,42000,100003
485,8/9/2020,200,27,1200,32400,100003
486,8/9/2020,200,59,1200,82600,100003
487,8/9/2020,200,42,1200,58800,100003
488,8/9/2020,200,28,1200,39200,100003
489,8/9/2020,200,30,1200,36000,100003
490,8/9/2020,200,46,1200,64400,100003
491,8/9/2020,200,49,1200,68600,100003
492,8/9/2020,200,44,1200,52800,100003
493,8/9/2020,200,57,1200,68400,100003
494,8/9/2020,200,24,1200,28800,100003
495,8/9/2020,200,34,1200,40800,100003
496,8/9/2020,200,58,1200,69600,100003
497,8/9/2020,200,54,1200,75600,100003
498,8/9/2020,200,60,1200,84000,100003
499,8/9/2020,200,42,1200,50400,100003
500,8/9/2020,200,55,1200,66000,100003
501,8/9/2020,200,50,1200,70000,100003
502,8/9/2020,200,30,1200,42000,100003
503,8/9/2020,200,46,1200,55200,100003
504,8/14/2020,300,44,1400,61600,100004
505,8/14/2020,300,60,1400,72000,100004
506,8/14/2020,300,39,1400,46800,100004
507,8/14/2020,300,36,1400,50400,100004
508,8/14/2020,300,41,1400,57400,100004
509,8/14/2020,300,23,1400,32200,100004
510,8/14/2020,300,53,1400,74200,100004
511,8/14/2020,300,49,1400,58800,100004
512,8/14/2020,300,53,1400,63600,100004
513,8/14/2020,300,40,1400,48000,100004
514,8/14/2020,300,38,1400,53200,100004
515,8/14/2020,300,56,1400,78400,100004
516,8/14/2020,300,33,1400,39600,100004
517,8/14/2020,300,55,1400,66000,100004
518,8/14/2020,300,31,1400,43400,100004
519,8/14/2020,300,36,1400,43200,100004
520,8/14/2020,300,31,1400,37200,100004
521,8/14/2020,300,32,1400,44800,100004
522,8/14/2020,300,49,1400,68600,100004
523,8/14/2020,300,20,1400,28000,100004
524,8/14/2020,300,28,1400,39200,100004
525,8/14/2020,300,49,1400,68600,100004
526,8/14/2020,300,46,1400,55200,100004
527,8/14/2020,300,39,1400,54600,100004
528,8/14/2020,300,22,1400,26400,100004
529,8/14/2020,300,27,1400,32400,100004
530,8/14/2020,300,48,1400,57600,100004
531,8/14/2020,300,47,1400,56400,100004
532,8/14/2020,300,36,1400,50400,100004
533,8/14/2020,300,60,1400,84000,100004
534,8/14/2020,300,21,1400,29400,100004
535,8/14/2020,300,44,1400,61600,100004
536,8/14/2020,300,41,1400,49200,100004
537,8/14/2020,300,45,1400,54000,100004
538,8/14/2020,300,34,1400,47600,100004
539,8/14/2020,300,21,1400,25200,100004
540,8/14/2020,300,34,1400,40800,100004
541,8/14/2020,300,22,1400,26400,100004
542,8/14/2020,300,57,1400,79800,100004
543,8/14/2020,300,26,1400,36400,100004
544,8/14/2020,300,24,1400,28800,100004
545,8/14/2020,300,34,1400,47600,100004
546,8/14/2020,300,40,1400,48000,100004
547,8/14/2020,300,60,1400,72000,100004
548,8/14/2020,300,46,1400,64400,100004
549,8/14/2020,300,48,1400,67200,100004
550,8/14/2020,300,46,1400,64400,100004
551,8/14/2020,300,43,1400,60200,100004
552,8/14/2020,300,37,1400,51800,100004
553,8/14/2020,300,47,1400,56400,100004
554,8/14/2020,300,29,1400,40600,100004
555,8/14/2020,300,41,1400,57400,100004
556,8/14/2020,300,57,1400,79800,100004
557,8/14/2020,300,58,1400,69600,100004
558,8/14/2020,300,36,1400,50400,100004
559,8/14/2020,300,32,1400,44800,100004
560,8/14/2020,300,51,1400,71400,100004
561,8/14/2020,300,45,1400,54000,100004
562,8/14/2020,300,28,1400,33600,100004
563,8/14/2020,300,42,1400,58800,100004
564,8/14/2020,300,57,1400,68400,100004
565,8/14/2020,300,55,1400,66000,100004
566,8/14/2020,300,34,1400,47600,100004
567,8/14/2020,300,52,1400,72800,100004
568,8/14/2020,300,21,1400,25200,100004
569,8/14/2020,300,51,1400,61200,100004
570,8/14/2020,300,38,1400,53200,100004
571,8/14/2020,300,28,1400,33600,100004
572,8/14/2020,300,50,1400,70000,100004
573,8/14/2020,300,46,1400,64400,100004
574,8/14/2020,300,39,1400,46800,100004
575,8/14/2020,300,29,1400,40600,100004
576,8/14/2020,300,58,1400,69600,100004
577,8/14/2020,300,20,1400,24000,100004
578,8/14/2020,300,45,1400,63000,100004
579,8/14/2020,300,46,1400,55200,100004
580,8/14/2020,300,55,1400,77000,100004
581,8/14/2020,300,57,1400,79800,100004
582,8/14/2020,300,21,1400,25200,100004
583,8/14/2020,300,60,1400,84000,100004
584,8/14/2020,300,56,1400,78400,100004
585,8/14/2020,300,56,1400,67200,100004
586,8/14/2020,300,24,1400,28800,100004
587,8/14/2020,300,53,1400,74200,100004
588,8/14/2020,300,38,1400,45600,100004
589,8/14/2020,300,51,1400,71400,100004
590,8/14/2020,300,51,1400,61200,100004
591,8/14/2020,300,26,1400,36400,100004
592,8/14/2020,300,27,1400,32400,100004
593,8/14/2020,300,33,1400,46200,100004
594,8/14/2020,300,46,1400,64400,100004
595,8/14/2020,300,46,1400,64400,100004
596,8/14/2020,300,24,1400,33600,100004
597,8/14/2020,300,34,1400,47600,100004
598,8/14/2020,300,24,1400,28800,100004
599,8/14/2020,300,28,1400,33600,100004
600,8/14/2020,300,33,1400,46200,100004
601,8/14/2020,300,46,1400,55200,100004
602,8/14/2020,300,29,1400,34800,100004
603,8/14/2020,300,53,1400,63600,100004
604,8/14/2020,300,59,1400,70800,100004
605,8/14/2020,300,56,1400,78400,100004
606,8/14/2020,300,60,1400,84000,100004
607,8/14/2020,300,50,1400,60000,100004
608,8/14/2020,300,27,1400,37800,100004
609,8/14/2020,300,50,1400,70000,100004
610,8/14/2020,300,54,1400,75600,100004
611,8/14/2020,300,51,1400,61200,100004
612,8/14/2020,300,48,1400,57600,100004
613,8/14/2020,300,40,1400,48000,100004
614,8/14/2020,300,52,1400,72800,100004
615,8/14/2020,300,20,1400,28000,100004
616,8/14/2020,300,40,1400,48000,100004
617,8/14/2020,300,21,1400,29400,100004
618,8/14/2020,300,55,1400,66000,100004
619,8/14/2020,300,36,1400,43200,100004
620,8/14/2020,300,46,1400,64400,100004
621,8/14/2020,300,41,1400,57400,100004
622,8/14/2020,300,22,1400,26400,100004
623,8/14/2020,300,49,1400,68600,100004
624,8/14/2020,300,39,1400,54600,100004
625,8/14/2020,300,37,1400,51800,100004
626,8/14/2020,300,44,1400,61600,100004
627,8/14/2020,300,59,1400,82600,100004
628,8/14/2020,300,53,1400,63600,100004
629,8/14/2020,300,49,1400,58800,100004
630,8/14/2020,300,37,1400,51800,100004
631,8/14/2020,300,32,1400,38400,100004
632,8/14/2020,300,38,1400,45600,100004
633,8/14/2020,300,30,1400,36000,100004
634,8/14/2020,300,22,1400,30800,100004
635,8/14/2020,300,28,1400,39200,100004
636,8/14/2020,300,44,1400,52800,100004
637,8/14/2020,300,47,1400,56400,100004
638,8/14/2020,300,33,1400,46200,100004
639,8/14/2020,300,28,1400,33600,100004
640,9/4/2020,200,60,1200,84000,100005
641,9/4/2020,200,43,1200,60200,100005
642,9/4/2020,200,33,1200,46200,100005
643,9/4/2020,200,47,1200,56400,100005
644,9/4/2020,200,33,1200,46200,100005
645,9/4/2020,200,55,1200,77000,100005
646,9/4/2020,200,41,1200,49200,100005
647,9/4/2020,200,51,1200,61200,100005
648,9/4/2020,200,60,1200,84000,100005
649,9/4/2020,200,39,1200,46800,100005
650,9/4/2020,200,38,1200,45600,100005
651,9/4/2020,200,52,1200,72800,100005
652,9/4/2020,200,30,1200,36000,100005
653,9/4/2020,200,57,1200,79800,100005
654,9/4/2020,200,28,1200,33600,100005
655,9/4/2020,200,54,1200,75600,100005
656,9/4/2020,200,43,1200,51600,100005
657,9/4/2020,200,31,1200,43400,100005
658,9/4/2020,200,33,1200,39600,100005
659,9/4/2020,200,52,1200,72800,100005
660,9/4/2020,200,20,1200,28000,100005
661,9/4/2020,200,31,1200,43400,100005
662,9/4/2020,200,42,1200,58800,100005
663,9/4/2020,200,52,1200,72800,100005
664,9/4/2020,200,56,1200,67200,100005
665,9/4/2020,200,35,1200,49000,100005
666,9/4/2020,200,56,1200,67200,100005
667,9/4/2020,200,49,1200,58800,100005
668,9/4/2020,200,60,1200,72000,100005
669,9/4/2020,200,49,1200,58800,100005
670,9/4/2020,200,25,1200,35000,100005
671,9/4/2020,200,34,1200,40800,100005
672,9/4/2020,200,56,1200,67200,100005
673,9/4/2020,200,42,1200,58800,100005
674,9/4/2020,200,28,1200,33600,100005
675,9/4/2020,200,23,1200,27600,100005
676,9/4/2020,200,33,1200,46200,100005
677,9/4/2020,200,49,1200,68600,100005
678,9/4/2020,200,31,1200,43400,100005
679,9/4/2020,200,40,1200,56000,100005
680,9/4/2020,200,38,1200,53200,100005
681,9/4/2020,200,31,1200,43400,100005
682,9/4/2020,200,29,1200,34800,100005
683,9/4/2020,200,58,1200,81200,100005
684,9/4/2020,200,37,1200,51800,100005
685,9/4/2020,200,26,1200,31200,100005
686,9/4/2020,200,28,1200,39200,100005
687,9/4/2020,200,31,1200,37200,100005
688,9/4/2020,200,37,1200,51800,100005
689,9/4/2020,200,53,1200,74200,100005
690,9/4/2020,200,22,1200,30800,100005
691,9/4/2020,200,40,1200,48000,100005
692,9/4/2020,200,38,1200,45600,100005
693,9/4/2020,200,54,1200,75600,100005
694,9/4/2020,200,50,1200,70000,100005
695,9/4/2020,200,60,1200,84000,100005
696,9/4/2020,200,23,1200,32200,100005
697,9/4/2020,200,48,1200,67200,100005
698,9/4/2020,200,37,1200,51800,100005
699,9/4/2020,200,31,1200,43400,100005
700,9/4/2020,200,24,1200,28800,100005
701,9/4/2020,200,20,1200,24000,100005
702,9/4/2020,200,50,1200,70000,100005
703,9/4/2020,200,20,1200,28000,100005
704,9/4/2020,200,36,1200,50400,100005
705,9/4/2020,200,38,1200,45600,100005
706,9/4/2020,200,47,1200,65800,100005
707,9/4/2020,200,29,1200,40600,100005
708,9/4/2020,200,39,1200,54600,100005
709,9/4/2020,200,20,1200,28000,100005
710,9/4/2020,200,55,1200,66000,100005
711,9/4/2020,200,44,1200,61600,100005
712,9/4/2020,200,29,1200,34800,100005
713,9/4/2020,200,20,1200,28000,100005
714,9/4/2020,200,45,1200,63000,100005
715,9/4/2020,200,37,1200,44400,100005
716,9/4/2020,200,49,1200,58800,100005
717,9/4/2020,200,43,1200,51600,100005
718,9/4/2020,200,40,1200,48000,100005
719,9/4/2020,200,48,1200,67200,100005
720,9/4/2020,200,47,1200,65800,100005
721,9/4/2020,200,57,1200,68400,100005
722,9/4/2020,200,35,1200,42000,100005
723,9/4/2020,200,32,1200,44800,100005
724,9/4/2020,200,35,1200,49000,100005
725,9/4/2020,200,60,1200,72000,100005
726,9/4/2020,200,57,1200,79800,100005
727,9/4/2020,200,58,1200,69600,100005
728,9/4/2020,200,42,1200,50400,100005
729,9/4/2020,200,56,1200,67200,100005
730,9/4/2020,200,47,1200,65800,100005
731,9/4/2020,200,27,1200,37800,100005
732,9/4/2020,200,23,1200,32200,100005
733,9/4/2020,200,24,1200,28800,100005
734,9/4/2020,200,41,1200,49200,100005
735,9/4/2020,200,32,1200,38400,100005
736,9/4/2020,200,34,1200,47600,100005
737,9/4/2020,200,24,1200,28800,100005
738,9/4/2020,200,50,1200,70000,100005
739,9/4/2020,200,56,1200,78400,100005
740,9/4/2020,200,50,1200,70000,100005
741,9/4/2020,200,37,1200,44400,100005
742,9/4/2020,200,28,1200,33600,100005
