id,date,quantity,total_income,id_crop,id_unit_measurement_eqv
185,7/21/2020,5700,24700,100001,2
186,7/21/2020,300,1600,100001,2
187,7/21/2020,5100,22100,100001,2
188,7/21/2020,5400,23400,100001,2
189,7/21/2020,900,4800,100001,2
190,7/21/2020,2400,12000,100001,2
191,7/21/2020,900,4800,100001,2
192,7/21/2020,1800,9000,100001,2
193,7/21/2020,2100,10500,100001,2
194,7/21/2020,300,1600,100001,2
195,7/21/2020,2400,12000,100001,2
196,7/21/2020,5400,23400,100001,2
197,7/21/2020,3300,14300,100001,2
198,7/21/2020,5100,22100,100001,2
199,7/21/2020,2100,10500,100001,2
200,7/21/2020,4800,20800,100001,2
201,7/21/2020,1200,6400,100001,2
202,7/21/2020,2700,13500,100001,2
203,7/21/2020,6000,26000,100001,2
204,7/21/2020,1200,6400,100001,2
205,7/21/2020,2400,12000,100001,2
206,7/21/2020,3900,16900,100001,2
207,7/21/2020,4500,19500,100001,2
208,7/21/2020,1500,6500,100001,2
209,7/21/2020,5400,23400,100001,2
210,7/21/2020,2100,10500,100001,2
211,7/21/2020,5100,22100,100001,2
212,7/21/2020,3000,13000,100001,2
213,7/21/2020,900,4800,100001,2
214,7/21/2020,4200,18200,100001,2
215,7/21/2020,2700,13500,100001,2
216,7/21/2020,3000,13000,100001,2
217,7/21/2020,4200,18200,100001,2
218,7/21/2020,5100,22100,100001,2
219,7/21/2020,4800,20800,100001,2
220,7/21/2020,1500,6500,100001,2
221,7/21/2020,5100,22100,100001,2
222,7/21/2020,3900,16900,100001,2
223,7/21/2020,5100,22100,100001,2
224,7/21/2020,5100,22100,100001,2
225,7/21/2020,3000,13000,100001,2
226,7/21/2020,4800,20800,100001,2
227,7/21/2020,4500,19500,100001,2
228,7/21/2020,1800,9000,100001,2
229,7/21/2020,1800,9000,100001,2
230,7/21/2020,3900,16900,100001,2
231,7/21/2020,2100,10500,100001,2
232,7/21/2020,5100,22100,100001,2
233,7/21/2020,600,3200,100001,2
234,7/21/2020,5100,22100,100001,2
235,7/21/2020,2700,13500,100001,2
236,7/21/2020,5700,24700,100001,2
237,7/21/2020,1200,6400,100001,2
238,7/21/2020,3300,14300,100001,2
239,7/21/2020,4200,18200,100001,2
240,7/21/2020,1200,6400,100001,2
241,7/21/2020,600,3200,100001,2
242,7/21/2020,3000,13000,100001,2
243,7/21/2020,1500,6500,100001,2
244,7/21/2020,2700,13500,100001,2
245,7/21/2020,3900,16900,100001,2
246,7/21/2020,2700,13500,100001,2
247,7/28/2020,3300,14300,100002,2
248,7/28/2020,5100,22100,100002,2
249,7/28/2020,3000,13000,100002,2
250,7/28/2020,2700,13500,100002,2
251,7/28/2020,3900,16900,100002,2
252,7/28/2020,6000,26000,100002,2
253,7/28/2020,3300,14300,100002,2
254,7/28/2020,3300,14300,100002,2
255,7/28/2020,3000,13000,100002,2
256,7/28/2020,5700,24700,100002,2
257,7/28/2020,1500,6500,100002,2
258,7/28/2020,300,1600,100002,2
259,7/28/2020,5400,23400,100002,2
260,7/28/2020,600,3200,100002,2
261,7/28/2020,5700,24700,100002,2
262,7/28/2020,5100,22100,100002,2
263,7/28/2020,2400,12000,100002,2
264,7/28/2020,2400,12000,100002,2
265,7/28/2020,1500,6500,100002,2
266,7/28/2020,4800,20800,100002,2
267,7/28/2020,3000,13000,100002,2
268,7/28/2020,3600,15600,100002,2
269,7/28/2020,3600,15600,100002,2
270,7/28/2020,600,3200,100002,2
271,7/28/2020,4800,20800,100002,2
272,7/28/2020,3600,15600,100002,2
273,7/28/2020,1200,6400,100002,2
274,7/28/2020,4500,19500,100002,2
275,7/28/2020,3300,14300,100002,2
276,7/28/2020,3300,14300,100002,2
277,7/28/2020,300,1600,100002,2
278,7/28/2020,4500,19500,100002,2
279,7/28/2020,6000,26000,100002,2
280,7/28/2020,5700,24700,100002,2
281,7/28/2020,600,3200,100002,2
282,7/28/2020,5100,22100,100002,2
283,7/28/2020,3300,14300,100002,2
284,7/28/2020,5700,24700,100002,2
285,7/28/2020,3000,13000,100002,2
286,7/28/2020,2700,13500,100002,2
287,7/28/2020,300,1600,100002,2
288,7/28/2020,4500,19500,100002,2
289,7/28/2020,2100,10500,100002,2
290,7/28/2020,4800,20800,100002,2
291,7/28/2020,3900,16900,100002,2
292,7/28/2020,2100,10500,100002,2
293,7/28/2020,3300,14300,100002,2
294,7/28/2020,2100,10500,100002,2
295,7/28/2020,5400,23400,100002,2
296,7/28/2020,300,1600,100002,2
297,7/28/2020,6000,26000,100002,2
298,7/28/2020,3900,16900,100002,2
299,7/28/2020,5100,22100,100002,2
300,7/28/2020,900,4800,100002,2
301,7/28/2020,300,1600,100002,2
302,7/28/2020,2400,12000,100002,2
303,7/28/2020,4500,19500,100002,2
304,7/28/2020,5400,23400,100002,2
305,7/28/2020,3000,13000,100002,2
306,7/28/2020,1500,6500,100002,2
307,7/28/2020,3600,15600,100002,2
308,7/28/2020,1500,6500,100002,2
309,7/28/2020,6000,26000,100002,2
310,7/28/2020,5700,24700,100002,2
311,7/28/2020,4800,20800,100002,2
312,7/28/2020,1200,6400,100002,2
313,7/28/2020,3900,16900,100002,2
314,7/28/2020,4200,18200,100002,2
315,7/28/2020,6000,26000,100002,2
316,7/28/2020,5400,23400,100002,2
317,7/28/2020,6000,26000,100002,2
318,7/28/2020,3300,14300,100002,2
319,7/28/2020,1200,6400,100002,2
320,7/28/2020,6000,26000,100002,2
321,7/28/2020,4500,19500,100002,2
322,7/28/2020,3000,13000,100002,2
323,7/28/2020,5100,22100,100002,2
324,7/28/2020,3000,13000,100002,2
325,7/28/2020,2400,12000,100002,2
326,7/28/2020,300,1600,100002,2
327,7/28/2020,1200,6400,100002,2
328,7/28/2020,1500,6500,100002,2
329,7/28/2020,3600,15600,100002,2
330,7/28/2020,3900,16900,100002,2
331,7/28/2020,5700,24700,100002,2
332,7/28/2020,3300,14300,100002,2
333,7/28/2020,3600,15600,100002,2
334,7/28/2020,3300,14300,100002,2
335,7/28/2020,6000,26000,100002,2
336,7/28/2020,6000,26000,100002,2
337,7/28/2020,4500,19500,100002,2
338,7/28/2020,5100,22100,100002,2
339,7/28/2020,3300,14300,100002,2
340,7/28/2020,900,4800,100002,2
341,7/28/2020,1500,6500,100002,2
342,7/28/2020,4500,19500,100002,2
343,7/28/2020,5400,23400,100002,2
344,7/28/2020,3000,13000,100002,2
345,7/28/2020,3900,16900,100002,2
346,7/28/2020,4500,19500,100002,2
347,7/28/2020,2700,13500,100002,2
348,7/28/2020,5400,23400,100002,2
349,7/28/2020,3600,15600,100002,2
350,7/28/2020,2400,12000,100002,2
351,7/28/2020,3300,14300,100002,2
352,7/28/2020,5400,23400,100002,2
353,7/28/2020,6000,26000,100002,2
354,7/28/2020,3600,15600,100002,2
355,7/28/2020,1200,6400,100002,2
356,7/28/2020,900,4800,100002,2
357,7/28/2020,1500,6500,100002,2
358,7/28/2020,900,4800,100002,2
359,7/28/2020,2700,13500,100002,2
360,7/28/2020,3000,13000,100002,2
361,7/28/2020,1800,9000,100002,2
362,7/28/2020,3900,16900,100002,2
363,7/28/2020,900,4800,100002,2
364,7/28/2020,5100,22100,100002,2
365,7/28/2020,5400,23400,100002,2
366,7/28/2020,600,3200,100002,2
367,7/28/2020,900,4800,100002,2
368,7/28/2020,900,4800,100002,2
369,7/28/2020,4800,20800,100002,2
370,7/28/2020,4200,18200,100002,2
371,7/28/2020,2100,10500,100002,2
372,8/9/2020,2000,11000,100003,2
373,8/9/2020,2000,11000,100003,2
374,8/9/2020,1200,7800,100003,2
375,8/9/2020,2000,11000,100003,2
376,8/9/2020,2400,13200,100003,2
377,8/9/2020,2200,12100,100003,2
378,8/9/2020,2200,12100,100003,2
379,8/9/2020,2000,11000,100003,2
380,8/9/2020,2800,15400,100003,2
381,8/9/2020,3200,17600,100003,2
382,8/9/2020,3200,17600,100003,2
383,8/9/2020,400,2800,100003,2
384,8/9/2020,600,4200,100003,2
385,8/9/2020,1600,10400,100003,2
386,8/9/2020,3000,16500,100003,2
387,8/9/2020,2600,14300,100003,2
388,8/9/2020,2200,12100,100003,2
389,8/9/2020,4000,22000,100003,2
390,8/9/2020,2800,15400,100003,2
391,8/9/2020,200,1400,100003,2
392,8/9/2020,2400,13200,100003,2
393,8/9/2020,2600,14300,100003,2
394,8/9/2020,800,5600,100003,2
395,8/9/2020,600,4200,100003,2
396,8/9/2020,1400,9100,100003,2
397,8/9/2020,2800,15400,100003,2
398,8/9/2020,1000,5500,100003,2
399,8/9/2020,1800,11700,100003,2
400,8/9/2020,200,1400,100003,2
401,8/9/2020,600,4200,100003,2
402,8/9/2020,2000,11000,100003,2
403,8/9/2020,4000,22000,100003,2
404,8/9/2020,3800,20900,100003,2
405,8/9/2020,3600,19800,100003,2
406,8/9/2020,1200,7800,100003,2
407,8/9/2020,3800,20900,100003,2
408,8/9/2020,4000,22000,100003,2
409,8/9/2020,4000,22000,100003,2
410,8/9/2020,2400,13200,100003,2
411,8/9/2020,600,4200,100003,2
412,8/9/2020,1200,7800,100003,2
413,8/9/2020,1600,10400,100003,2
414,8/9/2020,200,1400,100003,2
415,8/9/2020,2400,13200,100003,2
416,8/9/2020,3800,20900,100003,2
417,8/9/2020,1800,11700,100003,2
418,8/9/2020,2200,12100,100003,2
419,8/9/2020,400,2800,100003,2
420,8/9/2020,1400,9100,100003,2
421,8/9/2020,2800,15400,100003,2
422,8/9/2020,800,5600,100003,2
423,8/9/2020,1600,10400,100003,2
424,8/9/2020,1800,11700,100003,2
425,8/9/2020,1600,10400,100003,2
426,8/9/2020,3200,17600,100003,2
427,8/9/2020,1000,5500,100003,2
428,8/9/2020,3800,20900,100003,2
429,8/9/2020,2000,11000,100003,2
430,8/9/2020,2000,11000,100003,2
431,8/9/2020,1400,9100,100003,2
432,8/9/2020,2000,11000,100003,2
433,8/9/2020,3000,16500,100003,2
434,8/9/2020,3000,16500,100003,2
435,8/9/2020,800,5600,100003,2
436,8/9/2020,3400,18700,100003,2
437,8/9/2020,2200,12100,100003,2
438,8/9/2020,2800,15400,100003,2
439,8/9/2020,200,1400,100003,2
440,8/9/2020,2400,13200,100003,2
441,8/9/2020,200,1400,100003,2
442,8/9/2020,600,4200,100003,2
443,8/9/2020,1000,5500,100003,2
444,8/9/2020,3800,20900,100003,2
445,8/9/2020,1200,7800,100003,2
446,8/9/2020,200,1400,100003,2
447,8/9/2020,3400,18700,100003,2
448,8/9/2020,2400,13200,100003,2
449,8/9/2020,200,1400,100003,2
450,8/9/2020,1600,10400,100003,2
451,8/9/2020,2200,12100,100003,2
452,8/9/2020,2200,12100,100003,2
453,8/9/2020,3400,18700,100003,2
454,8/9/2020,2200,12100,100003,2
455,8/9/2020,3200,17600,100003,2
456,8/9/2020,400,2800,100003,2
457,8/9/2020,3000,16500,100003,2
458,8/9/2020,3000,16500,100003,2
459,8/9/2020,3800,20900,100003,2
460,8/9/2020,2200,12100,100003,2
461,8/9/2020,2200,12100,100003,2
462,8/9/2020,2200,12100,100003,2
463,8/9/2020,1600,10400,100003,2
464,8/9/2020,1600,10400,100003,2
465,8/9/2020,2600,14300,100003,2
466,8/9/2020,1800,11700,100003,2
467,8/9/2020,1200,7800,100003,2
468,8/9/2020,2800,15400,100003,2
469,8/9/2020,1000,5500,100003,2
470,8/9/2020,4000,22000,100003,2
471,8/9/2020,800,5600,100003,2
472,8/9/2020,2000,11000,100003,2
473,8/9/2020,1400,9100,100003,2
474,8/9/2020,400,2800,100003,2
475,8/9/2020,600,4200,100003,2
476,8/9/2020,3400,18700,100003,2
477,8/9/2020,400,2800,100003,2
478,8/9/2020,3600,19800,100003,2
479,8/9/2020,1000,5500,100003,2
480,8/9/2020,2800,15400,100003,2
481,8/9/2020,2200,12100,100003,2
482,8/9/2020,2400,13200,100003,2
483,8/9/2020,200,1400,100003,2
484,8/9/2020,1200,7800,100003,2
485,8/9/2020,3600,19800,100003,2
486,8/9/2020,1000,5500,100003,2
487,8/9/2020,2200,12100,100003,2
488,8/9/2020,3600,19800,100003,2
489,8/9/2020,2600,14300,100003,2
490,8/9/2020,4000,22000,100003,2
491,8/9/2020,600,4200,100003,2
492,8/9/2020,600,4200,100003,2
493,8/9/2020,3000,16500,100003,2
494,8/9/2020,1000,5500,100003,2
495,8/9/2020,600,4200,100003,2
496,8/9/2020,1800,11700,100003,2
497,8/9/2020,2800,15400,100003,2
498,8/9/2020,2800,15400,100003,2
499,8/9/2020,1800,11700,100003,2
500,8/9/2020,4000,22000,100003,2
501,8/9/2020,2000,11000,100003,2
502,8/9/2020,1200,7800,100003,2
503,8/9/2020,200,1400,100003,2
504,8/14/2020,300,1600,100004,2
505,8/14/2020,1800,9000,100004,2
506,8/14/2020,6000,26000,100004,2
507,8/14/2020,1500,6500,100004,2
508,8/14/2020,900,4800,100004,2
509,8/14/2020,5400,23400,100004,2
510,8/14/2020,3300,14300,100004,2
511,8/14/2020,4200,18200,100004,2
512,8/14/2020,3600,15600,100004,2
513,8/14/2020,5400,23400,100004,2
514,8/14/2020,1500,6500,100004,2
515,8/14/2020,300,1600,100004,2
516,8/14/2020,3900,16900,100004,2
517,8/14/2020,4500,19500,100004,2
518,8/14/2020,1500,6500,100004,2
519,8/14/2020,300,1600,100004,2
520,8/14/2020,900,4800,100004,2
521,8/14/2020,1800,9000,100004,2
522,8/14/2020,2100,10500,100004,2
523,8/14/2020,2400,12000,100004,2
524,8/14/2020,3600,15600,100004,2
525,8/14/2020,3900,16900,100004,2
526,8/14/2020,600,3200,100004,2
527,8/14/2020,5100,22100,100004,2
528,8/14/2020,2400,12000,100004,2
529,8/14/2020,5700,24700,100004,2
530,8/14/2020,2700,13500,100004,2
531,8/14/2020,5400,23400,100004,2
532,8/14/2020,3000,13000,100004,2
533,8/14/2020,2700,13500,100004,2
534,8/14/2020,3300,14300,100004,2
535,8/14/2020,4800,20800,100004,2
536,8/14/2020,5400,23400,100004,2
537,8/14/2020,2100,10500,100004,2
538,8/14/2020,2100,10500,100004,2
539,8/14/2020,4500,19500,100004,2
540,8/14/2020,1500,6500,100004,2
541,8/14/2020,5700,24700,100004,2
542,8/14/2020,1800,9000,100004,2
543,8/14/2020,2100,10500,100004,2
544,8/14/2020,1800,9000,100004,2
545,8/14/2020,300,1600,100004,2
546,8/14/2020,1500,6500,100004,2
547,8/14/2020,4800,20800,100004,2
548,8/14/2020,600,3200,100004,2
549,8/14/2020,2400,12000,100004,2
550,8/14/2020,2700,13500,100004,2
551,8/14/2020,2700,13500,100004,2
552,8/14/2020,5700,24700,100004,2
553,8/14/2020,5400,23400,100004,2
554,8/14/2020,3900,16900,100004,2
555,8/14/2020,2100,10500,100004,2
556,8/14/2020,4200,18200,100004,2
557,8/14/2020,3000,13000,100004,2
558,8/14/2020,900,4800,100004,2
559,8/14/2020,2100,10500,100004,2
560,8/14/2020,4500,19500,100004,2
561,8/14/2020,3300,14300,100004,2
562,8/14/2020,1800,9000,100004,2
563,8/14/2020,3000,13000,100004,2
564,8/14/2020,2700,13500,100004,2
565,8/14/2020,6000,26000,100004,2
566,8/14/2020,600,3200,100004,2
567,8/14/2020,5100,22100,100004,2
568,8/14/2020,3600,15600,100004,2
569,8/14/2020,4200,18200,100004,2
570,8/14/2020,2100,10500,100004,2
571,8/14/2020,600,3200,100004,2
572,8/14/2020,300,1600,100004,2
573,8/14/2020,6000,26000,100004,2
574,8/14/2020,900,4800,100004,2
575,8/14/2020,900,4800,100004,2
576,8/14/2020,4800,20800,100004,2
577,8/14/2020,2400,12000,100004,2
578,8/14/2020,3000,13000,100004,2
579,8/14/2020,5400,23400,100004,2
580,8/14/2020,5700,24700,100004,2
581,8/14/2020,600,3200,100004,2
582,8/14/2020,3600,15600,100004,2
583,8/14/2020,5700,24700,100004,2
584,8/14/2020,3600,15600,100004,2
585,8/14/2020,5400,23400,100004,2
586,8/14/2020,5700,24700,100004,2
587,8/14/2020,1500,6500,100004,2
588,8/14/2020,1800,9000,100004,2
589,8/14/2020,4500,19500,100004,2
590,8/14/2020,6000,26000,100004,2
591,8/14/2020,3300,14300,100004,2
592,8/14/2020,3300,14300,100004,2
593,8/14/2020,3300,14300,100004,2
594,8/14/2020,6000,26000,100004,2
595,8/14/2020,600,3200,100004,2
596,8/14/2020,3000,13000,100004,2
597,8/14/2020,4800,20800,100004,2
598,8/14/2020,5100,22100,100004,2
599,8/14/2020,4500,19500,100004,2
600,8/14/2020,4200,18200,100004,2
601,8/14/2020,1800,9000,100004,2
602,8/14/2020,3600,15600,100004,2
603,8/14/2020,900,4800,100004,2
604,8/14/2020,900,4800,100004,2
605,8/14/2020,5400,23400,100004,2
606,8/14/2020,3000,13000,100004,2
607,8/14/2020,1200,6400,100004,2
608,8/14/2020,2400,12000,100004,2
609,8/14/2020,3300,14300,100004,2
610,8/14/2020,1800,9000,100004,2
611,8/14/2020,3000,13000,100004,2
612,8/14/2020,4200,18200,100004,2
613,8/14/2020,1800,9000,100004,2
614,8/14/2020,3300,14300,100004,2
615,8/14/2020,600,3200,100004,2
616,8/14/2020,5700,24700,100004,2
617,8/14/2020,5400,23400,100004,2
618,8/14/2020,5100,22100,100004,2
619,8/14/2020,1500,6500,100004,2
620,8/14/2020,3300,14300,100004,2
621,8/14/2020,1200,6400,100004,2
622,8/14/2020,3300,14300,100004,2
623,8/14/2020,2400,12000,100004,2
624,8/14/2020,3600,15600,100004,2
625,8/14/2020,4800,20800,100004,2
626,8/14/2020,3000,13000,100004,2
627,8/14/2020,1500,6500,100004,2
628,8/14/2020,2700,13500,100004,2
629,8/14/2020,4200,18200,100004,2
630,8/14/2020,3900,16900,100004,2
631,8/14/2020,6000,26000,100004,2
632,8/14/2020,3300,14300,100004,2
633,8/14/2020,2400,12000,100004,2
634,8/14/2020,900,4800,100004,2
635,8/14/2020,1800,9000,100004,2
636,8/14/2020,1800,9000,100004,2
637,8/14/2020,1800,9000,100004,2
638,8/14/2020,1800,9000,100004,2
639,8/14/2020,2700,13500,100004,2
640,9/4/2020,3200,17600,100005,2
641,9/4/2020,2400,13200,100005,2
642,9/4/2020,4000,22000,100005,2
643,9/4/2020,4000,22000,100005,2
644,9/4/2020,1800,11700,100005,2
645,9/4/2020,3000,16500,100005,2
646,9/4/2020,2000,11000,100005,2
647,9/4/2020,2200,12100,100005,2
648,9/4/2020,800,5600,100005,2
649,9/4/2020,4000,22000,100005,2
650,9/4/2020,4000,22000,100005,2
651,9/4/2020,2000,11000,100005,2
652,9/4/2020,3200,17600,100005,2
653,9/4/2020,600,4200,100005,2
654,9/4/2020,400,2800,100005,2
655,9/4/2020,600,4200,100005,2
656,9/4/2020,600,4200,100005,2
657,9/4/2020,2800,15400,100005,2
658,9/4/2020,2600,14300,100005,2
659,9/4/2020,1000,5500,100005,2
660,9/4/2020,400,2800,100005,2
661,9/4/2020,600,4200,100005,2
662,9/4/2020,800,5600,100005,2
663,9/4/2020,2200,12100,100005,2
664,9/4/2020,4000,22000,100005,2
665,9/4/2020,600,4200,100005,2
666,9/4/2020,4000,22000,100005,2
667,9/4/2020,2200,12100,100005,2
668,9/4/2020,600,4200,100005,2
669,9/4/2020,3600,19800,100005,2
670,9/4/2020,1200,7800,100005,2
671,9/4/2020,1200,7800,100005,2
672,9/4/2020,3000,16500,100005,2
673,9/4/2020,2200,12100,100005,2
674,9/4/2020,2600,14300,100005,2
675,9/4/2020,2800,15400,100005,2
676,9/4/2020,2000,11000,100005,2
677,9/4/2020,2000,11000,100005,2
678,9/4/2020,4000,22000,100005,2
679,9/4/2020,200,1400,100005,2
680,9/4/2020,1800,11700,100005,2
681,9/4/2020,1600,10400,100005,2
682,9/4/2020,2600,14300,100005,2
683,9/4/2020,200,1400,100005,2
684,9/4/2020,3600,19800,100005,2
685,9/4/2020,2800,15400,100005,2
686,9/4/2020,2600,14300,100005,2
687,9/4/2020,3600,19800,100005,2
688,9/4/2020,2800,15400,100005,2
689,9/4/2020,2600,14300,100005,2
690,9/4/2020,600,4200,100005,2
691,9/4/2020,3800,20900,100005,2
692,9/4/2020,400,2800,100005,2
693,9/4/2020,3000,16500,100005,2
694,9/4/2020,2600,14300,100005,2
695,9/4/2020,1800,11700,100005,2
696,9/4/2020,3800,20900,100005,2
697,9/4/2020,2800,15400,100005,2
698,9/4/2020,2600,14300,100005,2
699,9/4/2020,3200,17600,100005,2
700,9/4/2020,3000,16500,100005,2
701,9/4/2020,3600,19800,100005,2
702,9/4/2020,2200,12100,100005,2
703,9/4/2020,3200,17600,100005,2
704,9/4/2020,600,4200,100005,2
705,9/4/2020,2200,12100,100005,2
706,9/4/2020,2600,14300,100005,2
707,9/4/2020,3600,19800,100005,2
708,9/4/2020,800,5600,100005,2
709,9/4/2020,1000,5500,100005,2
710,9/4/2020,200,1400,100005,2
711,9/4/2020,800,5600,100005,2
712,9/4/2020,2600,14300,100005,2
713,9/4/2020,800,5600,100005,2
714,9/4/2020,3000,16500,100005,2
715,9/4/2020,800,5600,100005,2
716,9/4/2020,1200,7800,100005,2
717,9/4/2020,1800,11700,100005,2
718,9/4/2020,3200,17600,100005,2
719,9/4/2020,2800,15400,100005,2
720,9/4/2020,3600,19800,100005,2
721,9/4/2020,600,4200,100005,2
722,9/4/2020,800,5600,100005,2
723,9/4/2020,2800,15400,100005,2
724,9/4/2020,3200,17600,100005,2
725,9/4/2020,2400,13200,100005,2
726,9/4/2020,2200,12100,100005,2
727,9/4/2020,2800,15400,100005,2
728,9/4/2020,2400,13200,100005,2
729,9/4/2020,1400,9100,100005,2
730,9/4/2020,2400,13200,100005,2
731,9/4/2020,4000,22000,100005,2
732,9/4/2020,2200,12100,100005,2
733,9/4/2020,1200,7800,100005,2
734,9/4/2020,200,1400,100005,2
735,9/4/2020,2600,14300,100005,2
736,9/4/2020,400,2800,100005,2
737,9/4/2020,2200,12100,100005,2
738,9/4/2020,1400,9100,100005,2
739,9/4/2020,4000,22000,100005,2
740,9/4/2020,2400,13200,100005,2
741,9/4/2020,600,4200,100005,2
742,9/4/2020,1000,5500,100005,2
743,9/4/2020,3200,17600,100005,2
744,9/4/2020,3200,17600,100005,2
745,9/4/2020,1200,7800,100005,2
746,9/4/2020,3600,19800,100005,2
747,9/4/2020,600,4200,100005,2
748,9/4/2020,1800,11700,100005,2
749,9/4/2020,1200,7800,100005,2
750,9/4/2020,2000,11000,100005,2
751,9/4/2020,1200,7800,100005,2
752,9/4/2020,1200,7800,100005,2
753,9/4/2020,2600,14300,100005,2
754,9/4/2020,1000,5500,100005,2
755,9/4/2020,1000,5500,100005,2
756,9/4/2020,2800,15400,100005,2
757,9/4/2020,1400,9100,100005,2
758,9/4/2020,4000,22000,100005,2
759,9/4/2020,600,4200,100005,2
760,9/4/2020,200,1400,100005,2
761,9/4/2020,1800,11700,100005,2
762,9/4/2020,1600,10400,100005,2
763,9/4/2020,2400,13200,100005,2
764,9/4/2020,800,5600,100005,2
765,9/4/2020,800,5600,100005,2
766,9/4/2020,2000,11000,100005,2
767,9/4/2020,3000,16500,100005,2
768,9/4/2020,3200,17600,100005,2
769,9/4/2020,1200,7800,100005,2
770,9/11/2020,2700,13500,100006,2
771,9/11/2020,4500,19500,100006,2
772,9/11/2020,4800,20800,100006,2
773,9/11/2020,4800,20800,100006,2
774,9/11/2020,1200,6400,100006,2
775,9/11/2020,1200,6400,100006,2
776,9/11/2020,3600,15600,100006,2
777,9/11/2020,5700,24700,100006,2
778,9/11/2020,1500,6500,100006,2
779,9/11/2020,5400,23400,100006,2
780,9/11/2020,3000,13000,100006,2
781,9/11/2020,4200,18200,100006,2
782,9/11/2020,5400,23400,100006,2
783,9/11/2020,2400,12000,100006,2
784,9/11/2020,5400,23400,100006,2
785,9/11/2020,300,1600,100006,2
786,9/11/2020,900,4800,100006,2
787,9/11/2020,2100,10500,100006,2
788,9/11/2020,6000,26000,100006,2
789,9/11/2020,3600,15600,100006,2
790,9/11/2020,300,1600,100006,2
791,9/11/2020,2400,12000,100006,2
792,9/11/2020,3000,13000,100006,2
793,9/11/2020,3600,15600,100006,2
794,9/11/2020,2700,13500,100006,2
795,9/11/2020,5100,22100,100006,2
796,9/11/2020,600,3200,100006,2
797,9/11/2020,5400,23400,100006,2
798,9/11/2020,1200,6400,100006,2
799,9/11/2020,2400,12000,100006,2
800,9/11/2020,300,1600,100006,2
801,9/11/2020,1500,6500,100006,2
802,9/11/2020,3600,15600,100006,2
803,9/11/2020,1500,6500,100006,2
804,9/11/2020,1500,6500,100006,2
805,9/11/2020,1200,6400,100006,2
806,9/11/2020,3900,16900,100006,2
807,9/11/2020,900,4800,100006,2
808,9/11/2020,4200,18200,100006,2
809,9/11/2020,5400,23400,100006,2
810,9/11/2020,3300,14300,100006,2
811,9/11/2020,5100,22100,100006,2
