id,date,amount,info,id_expense_category,id_crop
1165,8/22/2020,100700,,1112,100007
1166,8/22/2020,12100,,1114,100007
1167,8/22/2020,94800,,1113,100007
1168,8/22/2020,56300,,1114,100007
1169,8/22/2020,12100,,1114,100007
1170,8/22/2020,58900,,1114,100007
1171,8/22/2020,25100,,1114,100007
1172,8/22/2020,38300,,1114,100007
1173,8/22/2020,62300,,1115,100007
1174,8/22/2020,15100,,1114,100007
1175,8/22/2020,58000,,1114,100007
1176,8/22/2020,74500,,1115,100007
1177,8/22/2020,73500,,1115,100007
1178,8/22/2020,11400,,1114,100007
1179,8/22/2020,77400,,1115,100007
1180,8/22/2020,6400,,1114,100007
1181,9/15/2020,104200,,1112,100008
1182,9/15/2020,14200,,1114,100008
1183,9/15/2020,63500,,1115,100008
1184,9/15/2020,94400,,1113,100008
1185,9/15/2020,54900,,1114,100008
1186,9/15/2020,101900,,1112,100008
1187,9/15/2020,23100,,1114,100008
1188,9/15/2020,74700,,1115,100008
1189,9/15/2020,12600,,1114,100008
1190,9/15/2020,70200,,1115,100008
1191,9/15/2020,57300,,1114,100009
1192,9/15/2020,24300,,1114,100009
1193,9/15/2020,15600,,1114,100009
1194,9/15/2020,50800,,1114,100009
1195,9/15/2020,49100,,1114,100009
1196,9/15/2020,94600,,1113,100009
1197,9/15/2020,58200,,1114,100009
1198,9/15/2020,25100,,1114,100009
1199,9/15/2020,90700,,1113,100009
1200,9/15/2020,4900,,1114,100009
1201,9/15/2020,78900,,1115,100009
1202,9/30/2020,25900,,1114,100010
1203,9/30/2020,99100,,1113,100010
1204,9/30/2020,10000,,1114,100010
1205,9/30/2020,105300,,1112,100010
1206,9/30/2020,74100,,1115,100010
1207,9/30/2020,34900,,1114,100010
1208,9/30/2020,93800,,1113,100010
1209,9/30/2020,80500,,1115,100010
1210,9/30/2020,46400,,1114,100010
1211,9/30/2020,96200,,1113,100010
1212,9/30/2020,14100,,1114,100010
1213,9/30/2020,101800,,1112,100010
1214,9/30/2020,107900,,1112,100010
1215,9/30/2020,58200,,1114,100010
1216,9/30/2020,71000,,1115,100010
1217,9/30/2020,38400,,1114,100010
1218,9/30/2020,73300,,1115,100010
1219,9/30/2020,33600,,1114,100010
1220,9/30/2020,5800,,1114,100010
1221,9/30/2020,50600,,1114,100010
1222,10/5/2020,15300,,1114,100011
1223,10/5/2020,39600,,1114,100011
1224,10/5/2020,86600,,1115,100011
1225,10/5/2020,57600,,1114,100011
1226,10/5/2020,100400,,1112,100011
1227,10/5/2020,29400,,1114,100011
1228,10/5/2020,38700,,1114,100011
1229,10/5/2020,48900,,1114,100011
1230,10/5/2020,94600,,1113,100011
1231,10/5/2020,4100,,1114,100011
1232,10/5/2020,13000,,1114,100011
1233,10/5/2020,103800,,1112,100011
1234,10/5/2020,30200,,1114,100011
1235,10/5/2020,68900,,1115,100011
1236,10/5/2020,73000,,1115,100011
1237,10/5/2020,10700,,1114,100011
1238,10/5/2020,62000,,1115,100011
1239,10/5/2020,56600,,1114,100011
1240,10/5/2020,101000,,1112,100011
1241,10/5/2020,11800,,1114,100011
1242,10/5/2020,86000,,1115,100011
1243,10/5/2020,57700,,1114,100011
1244,10/5/2020,31300,,1114,100011
1245,10/15/2020,8100,,1114,100012
1246,10/15/2020,54300,,1114,100012
1247,10/15/2020,69600,,1115,100012
1248,10/15/2020,22300,,1114,100012
1249,10/15/2020,77900,,1115,100012
1250,10/15/2020,8600,,1114,100012
1251,10/15/2020,33500,,1114,100012
1252,10/15/2020,71600,,1115,100012
1253,10/15/2020,95600,,1113,100012
1254,10/15/2020,38500,,1114,100012
1255,10/15/2020,108100,,1112,100012
1256,10/15/2020,63700,,1115,100012
1257,10/15/2020,35200,,1114,100012
1258,10/15/2020,35300,,1114,100012
1259,10/15/2020,43100,,1114,100012
1260,10/15/2020,86600,,1115,100012
1261,10/15/2020,57600,,1114,100012
1262,10/15/2020,62400,,1115,100012
1263,10/15/2020,98100,,1113,100012
1264,10/15/2020,49700,,1114,100012
1265,10/15/2020,55700,,1114,100012
1266,10/15/2020,102300,,1112,100012
1267,10/15/2020,48300,,1114,100012
1268,10/15/2020,5800,,1114,100012
1269,10/15/2020,34900,,1114,100012
1270,10/15/2020,104800,,1112,100012
1271,10/15/2020,54700,,1114,100012
1272,10/30/2020,35600,,1114,100013
1273,10/30/2020,59400,,1114,100013
1274,10/30/2020,72400,,1115,100013
1275,10/30/2020,82700,,1115,100013
1276,10/30/2020,33400,,1114,100013
1277,10/30/2020,53400,,1114,100013
1278,10/30/2020,12700,,1114,100013
1279,10/30/2020,25700,,1114,100013
1280,10/30/2020,14800,,1114,100013
1281,10/30/2020,2600,,1114,100013
1282,10/30/2020,52000,,1114,100013
1283,10/30/2020,79000,,1115,100013
1284,10/30/2020,47700,,1114,100013
1285,10/30/2020,99000,,1113,100013
1286,10/30/2020,102000,,1112,100013
1287,10/30/2020,3000,,1114,100013
1288,10/30/2020,12800,,1114,100013
1289,10/30/2020,63800,,1115,100013
1290,10/30/2020,77900,,1115,100013
1291,10/30/2020,73600,,1115,100013
1292,10/30/2020,88400,,1115,100013
1293,10/30/2020,87700,,1115,100013
1294,10/30/2020,71000,,1115,100013
1295,10/30/2020,66600,,1115,100013
1296,10/30/2020,28500,,1114,100013
1297,10/30/2020,92500,,1113,100013
1298,10/30/2020,104300,,1112,100013
1299,10/30/2020,54700,,1114,100013
1300,10/30/2020,8600,,1114,100013
1301,10/30/2020,98300,,1113,100013
1302,10/30/2020,45800,,1114,100013
1303,10/30/2020,30200,,1114,100013
1304,11/9/2020,93100,,1113,100014
1305,11/9/2020,105700,,1112,100014
1306,11/9/2020,31300,,1114,100014
1307,11/9/2020,42300,,1114,100014
1308,11/9/2020,22400,,1114,100014
1309,11/9/2020,44600,,1114,100014
1310,11/9/2020,41900,,1114,100014
1311,11/9/2020,63600,,1115,100014
1312,11/9/2020,2800,,1114,100014
1313,11/9/2020,38000,,1114,100014
1314,11/9/2020,87400,,1115,100014
1315,11/9/2020,45600,,1114,100014
1316,11/9/2020,109100,,1112,100014
1317,11/9/2020,58900,,1114,100014
1318,11/9/2020,39900,,1114,100014
1319,11/9/2020,95600,,1113,100014
1320,11/12/2020,73700,,1115,100014
1321,11/12/2020,83400,,1115,100014
1322,11/12/2020,109300,,1112,100014
1323,11/12/2020,109500,,1112,100014
1324,11/12/2020,72400,,1115,100014
1325,11/12/2020,67000,,1115,100014
1326,11/12/2020,17800,,1114,100014
1327,11/12/2020,52000,,1114,100014
1328,11/12/2020,35200,,1114,100014
1329,11/12/2020,75400,,1115,100014
1330,11/12/2020,49200,,1114,100014
1331,11/12/2020,31700,,1114,100014
1332,11/12/2020,105400,,1112,100014
1333,11/12/2020,43800,,1114,100014
1334,11/12/2020,36500,,1114,100014
1335,11/18/2020,65300,,1115,100015
1336,11/18/2020,97500,,1113,100015
1337,11/18/2020,96900,,1113,100015
1338,11/18/2020,60300,,1115,100015
1339,11/18/2020,63000,,1115,100015
1340,11/18/2020,47000,,1114,100015
1341,11/18/2020,43800,,1114,100015
1342,11/18/2020,108100,,1112,100015
1343,11/18/2020,79500,,1115,100015
1344,11/18/2020,94000,,1113,100015
1345,11/18/2020,55400,,1114,100015
1346,11/18/2020,40800,,1114,100015
1347,11/18/2020,69100,,1115,100015
1348,11/18/2020,52700,,1114,100015
1349,11/18/2020,61900,,1115,100015
1350,11/18/2020,47100,,1114,100015
1351,11/18/2020,37100,,1114,100015
1352,11/18/2020,15900,,1114,100015
1353,11/20/2020,43100,,1114,100015
1354,11/20/2020,46200,,1114,100015
1355,11/20/2020,54800,,1114,100015
1356,11/20/2020,56900,,1114,100015
1357,11/20/2020,82900,,1115,100015
1358,11/20/2020,93300,,1113,100015
1359,11/20/2020,44300,,1114,100015
1360,11/20/2020,9400,,1114,100015
1361,11/20/2020,57700,,1114,100015
1362,11/20/2020,60800,,1115,100015
1363,11/20/2020,52000,,1114,100015
1364,11/20/2020,31200,,1114,100015
1365,11/20/2020,30300,,1114,100015
1366,11/20/2020,94200,,1113,100015
1367,11/25/2020,95000,,1113,100016
1368,11/25/2020,12700,,1114,100016
1369,11/25/2020,54800,,1114,100016
1370,11/25/2020,72200,,1115,100016
1371,11/25/2020,63300,,1115,100016
1372,11/25/2020,25300,,1114,100016
1373,11/25/2020,14000,,1114,100016
1374,11/25/2020,38200,,1114,100016
1375,11/25/2020,63500,,1115,100016
1376,11/25/2020,68500,,1115,100016
1377,11/25/2020,34300,,1114,100016
1378,11/25/2020,109300,,1112,100016
1379,11/25/2020,72500,,1115,100016
1380,11/25/2020,103900,,1112,100016
1381,11/25/2020,108900,,1112,100016
1382,11/25/2020,88200,,1115,100016
1383,11/25/2020,26600,,1114,100016
1384,11/30/2020,16400,,1114,100016
1385,11/30/2020,77800,,1115,100016
1386,11/30/2020,44700,,1114,100016
1387,11/30/2020,87700,,1115,100016
1388,11/30/2020,59400,,1114,100016
1389,11/30/2020,62900,,1115,100016
1390,11/30/2020,61800,,1115,100016
1391,11/30/2020,50800,,1114,100016
1392,11/30/2020,24600,,1114,100016
1393,11/30/2020,54600,,1114,100016
1394,11/30/2020,46200,,1114,100016
1395,11/30/2020,28800,,1114,100016
1396,11/30/2020,56300,,1114,100016
1397,11/30/2020,3300,,1114,100016
1398,11/30/2020,84000,,1115,100016
1399,11/30/2020,108900,,1112,100016
1400,11/30/2020,13200,,1114,100016
1401,11/30/2020,40900,,1114,100016
1402,11/30/2020,36700,,1114,100016
1403,11/30/2020,57300,,1114,100016
1404,11/30/2020,75400,,1115,100016
1405,11/30/2020,108400,,1112,100016
1406,11/30/2020,105800,,1112,100016
1407,11/30/2020,87200,,1115,100016
1408,11/30/2020,95600,,1113,100016
1409,11/30/2020,37000,,1114,100016
1410,11/30/2020,3700,,1114,100016
1411,11/30/2020,16100,,1114,100016
1412,11/30/2020,57900,,1114,100016
1413,11/30/2020,34800,,1114,100016
1414,12/11/2020,71100,,1115,100017
1415,12/11/2020,57200,,1114,100017
1416,12/11/2020,80700,,1115,100017
1417,12/11/2020,61500,,1115,100017
1418,12/11/2020,79300,,1115,100017
1419,12/11/2020,101100,,1112,100017
1420,12/11/2020,80600,,1115,100017
1421,12/11/2020,45900,,1114,100017
1422,12/11/2020,31000,,1114,100017
1423,12/11/2020,30000,,1114,100017
1424,12/11/2020,53400,,1114,100017
1425,12/11/2020,56500,,1114,100017
1426,12/11/2020,61400,,1115,100017
1427,12/11/2020,68600,,1115,100017
1428,12/11/2020,6800,,1114,100017
1429,12/11/2020,41700,,1114,100017
1430,12/11/2020,57500,,1114,100017
1431,12/11/2020,18300,,1114,100017
1432,12/11/2020,21100,,1114,100017
1433,12/11/2020,25800,,1114,100017
1434,12/11/2020,87600,,1115,100017
1435,12/11/2020,62300,,1115,100017
1436,12/11/2020,87500,,1115,100017
1437,12/11/2020,19100,,1114,100017
1438,12/11/2020,2600,,1114,100017
1439,12/11/2020,91000,,1113,100017
1440,12/12/2020,65200,,1115,100017
1441,12/12/2020,63900,,1115,100017
1442,12/12/2020,67200,,1115,100017
1443,12/12/2020,24700,,1114,100017
1444,12/12/2020,48200,,1114,100017
1445,12/12/2020,101100,,1112,100017
1446,12/12/2020,83800,,1115,100017
1447,12/12/2020,26200,,1114,100017
1448,12/12/2020,36100,,1114,100017
1449,12/12/2020,83800,,1115,100017
1450,12/12/2020,55000,,1114,100017
1451,12/12/2020,94300,,1113,100017
1452,12/12/2020,3100,,1114,100017
1453,12/12/2020,62700,,1115,100017
1454,12/15/2020,23600,,1114,100018
1455,12/15/2020,95900,,1113,100018
1456,12/15/2020,57100,,1114,100018
1457,12/15/2020,24500,,1114,100018
1458,12/15/2020,60900,,1115,100018
1459,12/15/2020,12400,,1114,100018
1460,12/15/2020,22000,,1114,100018
1461,12/15/2020,6900,,1114,100018
1462,12/15/2020,61200,,1115,100018
1463,12/15/2020,37500,,1114,100018
1464,12/15/2020,85300,,1115,100018
1465,12/15/2020,6100,,1114,100018
1466,12/15/2020,26600,,1114,100018
1467,12/15/2020,71500,,1115,100018
1468,12/15/2020,42000,,1114,100018
1469,12/15/2020,87300,,1115,100018
1470,12/15/2020,35400,,1114,100018
1471,12/15/2020,55200,,1114,100018
1472,12/15/2020,32200,,1114,100018
1473,12/15/2020,55700,,1114,100018
1474,12/15/2020,94700,,1113,100018
1475,12/28/2020,96700,,1113,100019
1476,12/28/2020,21700,,1114,100019
1477,12/28/2020,65300,,1115,100019
1478,12/28/2020,41300,,1114,100019
1479,12/28/2020,22900,,1114,100019
1480,12/28/2020,69700,,1115,100019
1481,12/28/2020,71200,,1115,100019
1482,12/28/2020,21700,,1114,100019
1483,12/28/2020,64100,,1115,100019
1484,12/28/2020,93500,,1113,100019
1485,12/28/2020,44300,,1114,100019
1486,12/28/2020,89500,,1115,100019
1487,12/28/2020,95600,,1113,100019
1488,12/28/2020,6500,,1114,100019
1489,12/28/2020,34500,,1114,100019
1490,12/28/2020,29800,,1114,100019
1491,12/28/2020,101700,,1112,100019
1492,12/28/2020,51200,,1114,100019
1493,12/28/2020,38900,,1114,100019
1494,12/28/2020,70800,,1115,100019
1495,12/28/2020,27100,,1114,100019
1496,12/28/2020,30800,,1114,100019
1497,12/28/2020,102500,,1112,100019
1498,12/28/2020,31000,,1114,100019
1499,12/28/2020,22400,,1114,100019
1500,12/28/2020,72900,,1115,100019
1501,12/28/2020,50500,,1114,100019
1502,12/28/2020,43400,,1114,100019
1503,12/28/2020,3600,,1114,100019
1504,1/16/2021,33100,,1114,100020
1505,1/16/2021,23500,,1114,100020
1506,1/16/2021,18400,,1114,100020
1507,1/16/2021,46700,,1114,100020
1508,1/16/2021,15200,,1114,100020
1509,1/16/2021,57900,,1114,100020
1510,1/16/2021,87100,,1115,100020
1511,1/16/2021,56800,,1114,100020
1512,1/16/2021,18600,,1114,100020
1513,1/16/2021,42700,,1114,100020
1514,1/16/2021,81400,,1115,100020
1515,1/16/2021,72800,,1115,100020
1516,1/16/2021,108300,,1112,100020
1517,1/16/2021,95300,,1113,100020
1518,1/16/2021,104800,,1112,100020
1519,1/16/2021,31700,,1114,100020
1520,1/16/2021,84600,,1115,100020
1521,1/16/2021,61900,,1114,100020
1522,1/16/2021,23700,,1114,100020
1523,1/16/2021,63100,,1115,100020
1524,1/16/2021,30700,,1114,100020
1525,1/16/2021,15700,,1114,100020
1526,1/16/2021,44700,,1114,100020
1527,1/16/2021,50000,,1114,100020
1528,1/16/2021,11100,,1114,100020
1529,1/16/2021,63300,,1115,100020
1530,1/16/2021,66000,,1115,100020
1531,1/16/2021,33300,,1114,100020
1532,1/17/2021,32200,,1114,100020
1533,1/17/2021,50400,,1114,100020
1534,1/17/2021,60100,,1114,100020
1535,1/17/2021,4600,,1114,100020
1536,1/17/2021,86800,,1115,100020
1537,1/17/2021,92700,,1113,100020
1538,1/17/2021,53900,,1114,100020
1539,1/17/2021,48400,,1114,100020
1540,1/17/2021,18100,,1114,100020
1541,1/17/2021,98000,,1113,100020
1542,1/17/2021,35400,,1114,100020
1543,1/17/2021,105400,,1112,100020
1544,1/17/2021,105400,,1112,100020
1545,1/17/2021,19400,,1114,100020
1546,1/24/2021,52800,,1114,100021
1547,1/24/2021,39200,,1114,100021
1548,1/24/2021,76200,,1115,100021
1549,1/24/2021,99100,,1113,100021
1550,1/24/2021,62300,,1115,100021
1551,1/24/2021,61400,,1114,100021
1552,1/24/2021,82200,,1115,100021
1553,1/24/2021,67800,,1115,100021
1554,1/24/2021,79200,,1115,100021
1555,1/24/2021,38400,,1114,100021
1556,1/24/2021,14500,,1114,100021
1557,1/24/2021,57400,,1114,100021
1558,1/24/2021,49000,,1114,100021
1559,1/24/2021,79300,,1115,100021
1560,1/24/2021,43200,,1114,100021
1561,1/24/2021,11900,,1114,100021
1562,1/24/2021,13900,,1114,100021
1563,1/24/2021,66700,,1115,100021
1564,1/24/2021,84500,,1115,100021
1565,1/24/2021,52100,,1114,100021
1566,1/24/2021,40100,,1114,100022
1567,1/24/2021,61000,,1114,100022
1568,1/24/2021,45800,,1114,100022
1569,1/24/2021,62600,,1115,100022
1570,1/24/2021,65200,,1115,100022
1571,1/24/2021,48400,,1114,100022
1572,1/24/2021,51800,,1114,100022
1573,1/24/2021,19400,,1114,100022
1574,2/10/2021,83900,,1115,100022
1575,2/10/2021,33400,,1114,100022
1576,2/10/2021,9200,,1114,100022
1577,2/10/2021,22500,,1114,100022
1578,2/10/2021,74200,,1115,100022
1579,2/10/2021,69700,,1115,100022
1580,2/10/2021,39700,,1114,100022
1581,2/10/2021,78100,,1115,100022
1582,2/10/2021,90000,,1115,100022
1583,2/10/2021,70000,,1115,100022
1584,2/10/2021,4900,,1114,100022
1585,2/10/2021,24600,,1114,100022
1586,2/10/2021,93800,,1113,100022
1587,2/10/2021,40200,,1114,100022
1588,2/10/2021,50700,,1114,100022
1589,2/10/2021,44100,,1114,100023
1590,2/10/2021,8800,,1114,100023
1591,2/10/2021,43000,,1114,100023
1592,2/10/2021,84000,,1115,100023
1593,2/10/2021,19700,,1114,100023
1594,2/10/2021,7300,,1114,100023
1595,2/22/2021,104100,,1112,100023
1596,2/22/2021,36800,,1114,100023
1597,2/22/2021,32400,,1114,100023
1598,2/22/2021,48900,,1114,100023
1599,2/22/2021,15400,,1114,100023
1600,2/22/2021,75300,,1115,100023
1601,2/22/2021,72400,,1115,100023
1602,2/22/2021,91200,,1115,100023
1603,2/22/2021,22800,,1114,100023
1604,2/22/2021,16600,,1114,100023
1605,2/22/2021,84900,,1115,100023
1606,2/22/2021,110300,,1112,100023
1607,2/22/2021,12100,,1114,100023
1608,2/22/2021,8200,,1114,100023
1609,2/22/2021,52700,,1114,100023
1610,2/22/2021,50100,,1114,100024
1611,2/22/2021,63600,,1115,100024
1612,2/22/2021,81500,,1115,100024
1613,2/22/2021,36500,,1114,100024
1614,2/22/2021,23700,,1114,100024
1615,2/22/2021,52900,,1114,100024
1616,2/22/2021,43600,,1114,100024
1617,2/22/2021,63300,,1115,100024
1618,2/22/2021,69100,,1115,100024
1619,2/22/2021,30700,,1114,100024
1620,2/22/2021,108900,,1112,100024
1621,2/22/2021,32200,,1114,100024
1622,2/22/2021,67400,,1115,100024
1623,3/12/2021,105000,,1112,100025
1624,3/12/2021,46100,,1114,100025
1625,3/12/2021,35700,,1114,100025
1626,3/12/2021,16000,,1114,100025
1627,3/12/2021,72100,,1115,100025
1628,3/12/2021,9800,,1114,100025
1629,3/12/2021,81600,,1115,100025
1630,3/12/2021,55800,,1114,100025
1631,3/12/2021,73500,,1115,100025
1632,3/12/2021,89700,,1115,100025
1633,3/12/2021,85500,,1115,100025
1634,3/12/2021,31100,,1114,100025
1635,3/12/2021,17400,,1114,100025
1636,3/12/2021,59600,,1114,100025
1637,3/12/2021,54300,,1114,100025
1638,3/19/2021,38700,,1114,100025
1639,3/19/2021,4900,,1114,100025
1640,3/19/2021,58800,,1114,100025
1641,3/19/2021,31900,,1114,100025
1642,3/19/2021,9500,,1114,100025
1643,3/19/2021,102300,,1112,100025
1644,3/19/2021,44100,,1114,100025
1645,3/19/2021,43000,,1114,100025
1646,3/19/2021,101600,,1113,100025
1647,3/19/2021,73900,,1115,100025
1648,3/19/2021,18900,,1114,100025
1649,3/19/2021,12500,,1114,100025
1650,3/19/2021,46700,,1114,100025
1651,3/19/2021,30400,,1114,100025
1652,3/19/2021,76200,,1115,100025
1653,3/19/2021,102600,,1112,100025
1654,3/19/2021,75000,,1115,100025
1655,3/19/2021,21800,,1114,100025
1656,3/19/2021,52400,,1114,100025
1657,3/19/2021,58700,,1114,100025
1658,3/19/2021,29000,,1114,100025
1659,3/25/2021,19500,,1114,100026
1660,3/25/2021,81300,,1115,100026
1661,3/25/2021,101200,,1113,100026
1662,3/25/2021,98400,,1113,100026
1663,3/25/2021,16200,,1114,100026
1664,3/25/2021,18600,,1114,100026
1665,3/25/2021,18000,,1114,100026
1666,3/25/2021,86200,,1115,100026
1667,3/25/2021,96900,,1113,100026
1668,3/25/2021,83700,,1115,100026
1669,3/25/2021,102500,,1112,100026
1670,3/25/2021,89500,,1115,100026
1671,3/25/2021,41200,,1114,100026
1672,3/25/2021,107500,,1112,100026
1673,3/25/2021,83700,,1115,100026
1674,3/25/2021,19300,,1114,100026
1675,3/25/2021,50800,,1114,100026
1676,3/25/2021,57500,,1114,100026
1677,3/25/2021,75000,,1115,100026
1678,3/25/2021,41100,,1114,100026
1679,3/25/2021,19900,,1114,100026
1680,3/25/2021,21400,,1114,100026
1681,3/25/2021,104400,,1112,100026
1682,3/25/2021,55500,,1114,100026
1683,4/11/2021,60400,,1114,100027
1684,4/11/2021,37500,,1114,100027
1685,4/11/2021,104600,,1112,100027
1686,4/11/2021,24500,,1114,100027
1687,4/11/2021,85700,,1115,100027
1688,4/11/2021,88100,,1115,100027
1689,4/11/2021,93500,,1113,100027
1690,4/11/2021,105500,,1112,100027
1691,4/11/2021,104300,,1112,100027
1692,4/11/2021,35500,,1114,100027
1693,4/11/2021,17500,,1114,100027
1694,4/11/2021,102700,,1112,100027
1695,4/13/2021,33500,,1114,100028
1696,4/13/2021,52200,,1114,100028
1697,4/13/2021,55700,,1114,100028
